"service_request_id","municipality_id","month_start_date","created_at","completed_at","requests_received","requests_rejected","requests_completed_within_sla","requests_completed","reopen_rate","avg_request_satisfaction_score"
"SR-M025-202508","M025","2025-08-01","2025-08-01T00:00:00","2025-08-15T00:00:00","103","5","93","96","0.06","0.78"
"SR-M025-202509","M025","2025-09-01","2025-09-01T00:00:00","2025-09-15T00:00:00","104","5","94","97","0.06","0.78"
"SR-M025-202510","M025","2025-10-01","2025-10-01T00:00:00","2025-10-15T00:00:00","105","5","95","98","0.06","0.78"
"SR-M025-202511","M025","2025-11-01","2025-11-01T00:00:00","2025-11-15T00:00:00","106","5","96","99","0.06","0.78"
"SR-M025-202512","M025","2025-12-01","2025-12-01T00:00:00","2025-12-15T00:00:00","107","5","97","100","0.06","0.78"
"SR-M025-202601","M025","2026-01-01","2026-01-01T00:00:00","2026-01-15T00:00:00","96","5","86","89","0.06","0.78"
"SR-M025-202602","M025","2026-02-01","2026-02-01T00:00:00","2026-02-15T00:00:00","97","5","87","90","0.06","0.78"
"SR-M025-202603","M025","2026-03-01","2026-03-01T00:00:00","2026-03-15T00:00:00","98","5","88","91","0.06","0.78"
"SR-M025-202604","M025","2026-04-01","2026-04-01T00:00:00","2026-04-15T00:00:00","99","5","89","92","0.06","0.78"
"SR-M025-202605","M025","2026-05-01","2026-05-01T00:00:00","2026-05-15T00:00:00","100","5","90","93","0.06","0.78"
"SR-M025-202606","M025","2026-06-01","2026-06-01T00:00:00","2026-06-15T00:00:00","101","5","91","94","0.06","0.78"
